margin,trades,pnl_total,pnl_per_trade,hit_rate,avg_price,ci_low,ci_high,sharpe_daily,days_traded,days_available
0.02,2410.0,-68.02000000000002,-0.028224066390041505,0.3887966804979253,0.4018796680497925,-109.69225000000002,-27.08625000000004,-7.71382413424275,67.0,67.0
0.05,2177.0,-52.45000000000002,-0.024092788240698215,0.3821773082223243,0.39056499770326136,-94.27200000000003,-12.967000000000036,-6.027384990960595,67.0,67.0
0.1,1839.0,-15.520000000000024,-0.008439369222403494,0.37846655791190864,0.37039695486677543,-55.87650000000003,23.694249999999958,-1.7894503203012395,67.0,67.0
