station,count,sum,mean
KAUS,268,-16.320000000000004,-0.06089552238805972
KDEN,283,2.169999999999997,0.007667844522968187
KHOU,263,-11.880000000000003,-0.04517110266159697
KLAX,265,2.389999999999998,0.009018867924528294
KMDW,300,-1.4800000000000029,-0.0049333333333333425
KMIA,245,5.419999999999997,0.022122448979591827
KNYC,263,-24.390000000000004,-0.09273764258555135
KPHL,290,-8.360000000000003,-0.02882758620689656
